Record Number,Aspect Value,Aspect Name
3321,Herrenschuhe,B-Abteilung
3321,EXCLUSIVE,B-No Tag
3321,Sneaker,B-Stil
3321,Turnschuhe,B-Produktart
3321,Freizeit,B-Anlass
3322,Asics,B-Marke
3322,Gel,B-Produktlinie
3322,Lyte III,B-Modell
3322,/,B-No Tag
3322,3,I-No Tag
3322,44,B-EU-Schuhgröße
3322,HN538 9054,B-Herstellernummer
3322,RARE,B-No Tag
3322,Black,B-Farbe
3322,/,B-No Tag
3322,Mazarine Blue,B-Farbe
3323,Air Jordan XI 11,B-Produktlinie
3323,72-10,B-Modell
3323,Size,B-No Tag
3323,"EU44 ,5",B-EU-Schuhgröße
3323,"U10 ,5",B-UK-Schuhgröße
3323,DS,B-No Tag
3324,Geox,B-Marke
3324,Respira Snake A,B-Modell
3324,Herren,B-Abteilung
3324,Sneakers,B-Stil
3324,Halbschuhe Freizeitschuhe,B-Produktart
3324,Schnellschnürung,B-Verschluss
3325,FILA,B-Marke
3325,Damen,B-Abteilung
3325,Amore,B-Modell
3325,Laufschuhe,B-Produktart
3325,Sneaker,B-Stil
3325,WeiÃŸ,B-No Tag
3326,Project Delray,B-Marke
3326,Wavey,B-Modell
3326,Sneaker,B-Stil
3326,US 8.5,B-US-Schuhgröße
3326,UK 7.5,B-UK-Schuhgröße
3326,EUR 42,B-EU-Schuhgröße
3326,Black,B-Farbe
3326,/,B-No Tag
3326,White,B-Farbe
3326,11731102,B-Herstellernummer
3327,BALLOP,B-Marke
3327,Sneakers,B-Stil
3327,-,B-No Tag
3327,Halbschuhe,B-Produktart
3327,-,B-No Tag
3327,Freizeitschuhe,B-Produktart
3327,-,B-No Tag
3327,Leisure,B-Anlass
3327,Schuh,B-Produktart
3328,Damen,B-Abteilung
3328,Sportschuhe,B-Produktart
3328,Slip On,B-Verschluss
3328,Sneaker,B-Stil
3328,Strick,B-Gewebeart
3328,Schuhe Turnschuhe,B-Produktart
3328,833917,B-No Tag
3328,Trendy,I-No Tag
3328,Neu,I-No Tag
3329,Candice Cooper,B-Marke
3329,Damen,B-Abteilung
3329,Sportschuhe,B-Produktart
3329,Sneakers,B-Stil
3329,",",B-No Tag
3329,weiss,B-Farbe
3329,",",B-No Tag
3329,Gr,I-No Tag
3329,.,I-No Tag
3329,39,B-EU-Schuhgröße
3329,",",B-No Tag
3329,Leder,B-Obermaterial
3330,Puma,B-Marke
3330,Thunder Electric,B-Modell
3330,grau,B-Farbe
3330,/,B-No Tag
3330,schwarz,B-Farbe
3330,/,B-No Tag
3330,blau,B-Farbe
3330,-,B-No Tag
3330,Herren,B-Abteilung
3330,Sneaker,B-Stil
3330,",",B-No Tag
3330,NEU,I-No Tag
3330,-,I-No Tag
3330,EU 45,B-EU-Schuhgröße
3330,-,B-No Tag
3330,"US 11,5",B-US-Schuhgröße
3331,GUCCI,B-Marke
3331,White,B-Farbe
3331,Ace,B-Modell
3331,G,B-Schuhweite
3331,rhombus,B-Obermaterial
3331,sneaker,B-Stil
3332,Adidas,B-Marke
3332,Originals,B-Produktlinie
3332,Consortium 2008 AZX ZX 700 BOAT NEIGHBOURHOOD,B-Modell
3332,US10,B-US-Schuhgröße
3332,EU44,B-EU-Schuhgröße
3332,"UK9 ,5",B-UK-Schuhgröße
3333,Reebok,B-Marke
3333,DMX6 MMI,B-Modell
3334,Think,B-Marke
3334,!,B-No Tag
3334,Damen,B-Abteilung
3334,Kapsl,B-Modell
3334,Grüner,B-Farbe
3334,Glattleder,B-Obermaterial
3334,Schnürschuh,B-Produktart
3335,Shuhe,B-No Tag
3335,NORTH SAILS,B-Marke
3335,Mann,B-Abteilung
3335,Sneakers,B-Stil
3335,Casual,B-Anlass
3335,BIANCO,B-Modell
3335,Naturleder,B-Obermaterial
3335,",",B-No Tag
3335,PU,B-Obermaterial
3335,",",B-No Tag
3335,Stoff,B-Obermaterial
3335,RW-01WAVE-014,B-Herstellernummer
3336,ASICS,B-Marke
3336,ASICSTIGER,B-Modell
3336,GELSAGA,B-Produktlinie
3336,1192A107-100,B-Herstellernummer
3336,",",B-No Tag
3336,Damen,B-Abteilung
3336,Sneakers,B-Stil
3336,aus,B-No Tag
3336,Leder,B-Obermaterial
3336,kombi,B-No Tag
3337,Adidas,B-Marke
3337,Originals SUPERSTAR,B-Produktlinie
3337,J,B-Modell
3337,EF5398,B-Herstellernummer
3337,Damen,B-Abteilung
3337,Schuhe,B-Produktart
3337,Schwarz,B-Farbe
3337,Sneaker,B-Stil
3337,Turnschuhe,B-Produktart
3338,Damen,B-Abteilung
3338,Plateau,B-No Tag
3338,Sneaker,B-Stil
3338,Stoff,B-Obermaterial
3338,Schnürer Schnallen,B-Verschluss
3338,Schuhe,B-Produktart
3338,836712,B-No Tag
3338,Trendy,I-No Tag
3338,Neu,I-No Tag
3339,New Balance,B-Marke
3339,ML 574,B-Modell
3339,Wildleder,B-Obermaterial
3339,beigetöne,B-Farbe
3339,Herren,B-Abteilung
3339,Low-Top,B-Schuhschaft-Typ
3339,Sneaker,B-Stil
3339,Freizeitschuhe,B-Produktart
3339,NEU,B-No Tag
3340,Nike,B-Marke
3340,Air Jordan,B-Produktlinie
3340,Delta Breathe,B-Modell
3340,Gr,B-No Tag
3340,.,I-No Tag
3340,wählbar,I-No Tag
3340,CW0783 901 212L,B-Herstellernummer
3340,Basketballschuhe,B-Produktart
3341,Superga,B-Marke
3341,LE,B-Modell
3341,SUPERGA,B-Marke
3341,Man Woman,B-Abteilung
3341,2750-COTCONTRASTU,B-Herstellernummer
3341,Tennis,B-Aktivität
3341,sport,B-Anlass
3341,Sneaker,B-Stil
3342,Adidas,B-Marke
3342,Sportschuhe,B-Produktart
3342,QUESTAR BYD,B-Modell
3342,Sneakers,B-Stil
3342,Schnürschuhe,B-Produktart
3342,weiß,B-Farbe
3342,NEU,B-No Tag
3342,!,I-No Tag
3343,PUMA,B-Marke
3343,CALI SPORT MIX,B-Modell
3343,WN 'S,B-Abteilung
3343,371202 03,B-Herstellernummer
3343,SNEAKER,B-Stil
3343,DAMENSCHUHE,B-Abteilung
3344,Allbirds,B-Marke
3344,Tree Dashers,B-Modell
3344,Herren,B-Abteilung
3344,LAGERAUSVERKAUF,B-No Tag
3344,!!!,I-No Tag
3345,Neu,B-No Tag
3345,Damen Herren,B-Abteilung
3345,Sneaker,B-Stil
3345,Sportschuhe Freizeitschuhe Laufschuhe,B-Produktart
3345,2087,B-No Tag
3345,Schuhe,B-Produktart
3345,36-46,B-EU-Schuhgröße
3346,Adidas,B-Marke
3346,Rom,B-Modell
3346,Originals,B-Produktlinie
3346,Gr,B-No Tag
3346,48,B-EU-Schuhgröße
3346,"UK 12,5",B-UK-Schuhgröße
3346,ZX,B-Modell
3346,G51319,B-Herstellernummer
3346,Retro,B-Thema
3346,2011,B-Erscheinungsjahr
3346,Torsion Vintage Samba,B-Modell
3347,+,B-No Tag
3347,HELLY,B-Marke
3347,HANSEN+SNEAKER+DAMEN+CANVAS+SLIP,B-Obscure
3347,ON+TURNSCHUH+FREIZEIT+WEISS,I-Obscure
3347,+,B-No Tag
3348,Timberland,B-Marke
3348,Mt. Major,B-Modell
3348,Low,B-Schuhschaft-Typ
3348,Gore-Tex,B-Obermaterial
3348,Wanderschuhe,B-Produktart
3348,Herren,B-Abteilung
3348,Schnürschuhe,B-Produktart
3348,A2345,B-Herstellernummer
3349,adidas,B-Marke
3349,Originals,B-Produktlinie
3349,B34499,B-Herstellernummer
3349,ZX FLUX,B-Modell
3349,grau,B-Farbe
3349,Turnschuh,B-Produktart
3349,VEGAN,B-Besonderheiten
3349,Sommerschuhe Stoffschuh,B-Produktart
3349,NEU,B-No Tag
3350,2022ASICS,B-No Tag
3350,ONITSUKA TIGER,B-Marke
3350,MEXICO 66,B-Modell
3350,SCHUHE,B-Produktart
3350,D4J2L-9090,B-Herstellernummer
3350,RETRO,B-Thema
3350,SNEAKER,B-Stil
3351,FILA,B-Marke
3351,Sneakers,B-Stil
3351,Damen,B-Abteilung
3351,Freizeitschuhe Turnschuhe,B-Produktart
3351,Gr,B-No Tag
3351,.,I-No Tag
3351,DE,I-No Tag
3351,37,B-EU-Schuhgröße
3351,Kunstleder,B-Obermaterial
3351,grau,B-Farbe
3351,#b,B-No Tag
3351,2e1b30,B-Herstellernummer
3352,Adidas,B-Marke
3352,NMD,B-Produktlinie
3352,R1,B-Modell
3352,W Damen,B-Abteilung
3352,Sneaker,B-Stil
3352,Turnschuhe Schuhe,B-Produktart
3352,grün,B-Farbe
3352,EE5181,B-Herstellernummer
3352,Gr,B-No Tag
3352,.,I-No Tag
3352,37 1/3,B-EU-Schuhgröße
3352,NEU,B-No Tag
3353,Firefly,B-Marke
3353,Hudson II,B-Modell
3353,M,B-Abteilung
3353,Freizeitschuhe,B-Produktart
3353,Herren,B-Abteilung
3353,Winterschuhe,B-Produktart
3353,Brown,B-Farbe
3354,Fila,B-Marke
3354,Damen,B-Abteilung
3354,Sportschuhe,B-Produktart
3354,Sneaker,B-Stil
3354,EUR 40,B-EU-Schuhgröße
3354,Nr,B-No Tag
3354,.,I-No Tag
3354,21-F 4186,B-Herstellernummer
3355,adidas,B-Marke
3355,Originals,B-Produktlinie
3355,ZX 1000 C,B-Modell
3355,Sneaker,B-Stil
3355,FW1485,B-Herstellernummer
3355,Freizeit Sport,B-Anlass
3355,Retro,B-Thema
3355,Schuhe Turnschuhe,B-Produktart
3356,Skechers,B-Marke
3356,Mens,B-Abteilung
3356,Sport Casual,B-Anlass
3356,OUTLAND 2.0 WYNNTER,B-Modell
3356,Sneakers,B-Stil
3356,Herren,B-Abteilung
3356,Grün,B-Farbe
3357,PUMA,B-Marke
3357,Basket Platform,B-Modell
3357,DE,B-Herstellungsland und -region
3357,Damen,B-Abteilung
3357,Sneaker,B-Stil
3357,Frauen,B-Abteilung
3357,Stiefelette,B-Produktart
3357,Sport,B-Anlass
3357,Classics,B-Produktlinie
3357,Neu,B-No Tag
3358,Nike,B-Marke
3358,Air Tech Challenge,B-Produktlinie
3358,Andre Agassi,B-Modell
3358,-,B-No Tag
3358,NEU,I-No Tag
3358,-,I-No Tag
3358,Größe,I-No Tag
3358,:,I-No Tag
3358,US 8,B-US-Schuhgröße
3358,Gr,B-No Tag
3358,.,I-No Tag
3358,41,B-EU-Schuhgröße
3358,white,B-Farbe
3358,/,B-No Tag
3358,yellow,B-Farbe
3358,Rar,B-No Tag
3359,Nike,B-Marke
3359,Air Max,B-Produktlinie
3359,schwarz rot,B-Farbe
3359,leather,B-Obermaterial
3359,"44,5",B-EU-Schuhgröße
3359,Sondermodell,B-No Tag
3359,-,I-No Tag
3359,super,I-No Tag
3359,Zustand,I-No Tag
3360,Adidas,B-Marke
3360,Performance Opticourt Team Light 2,B-Modell
3360,black,B-Farbe
3360,/,B-No Tag
3360,blue,B-Farbe
3361,Tamaris,B-Marke
3361,Pure Relax,B-Modell
3361,Damen,B-Abteilung
3361,Sneaker,B-Stil
3361,aus,B-No Tag
3361,Veloursleder,B-Obermaterial
3361,mit,B-No Tag
3361,Wechselfußbett,B-Besonderheiten
3361,Lederbezug,B-Obermaterial
3362,Herren,B-Abteilung
3362,Sportschuhe,B-Produktart
3362,Slip Ons,B-Verschluss
3362,Profil-Sohle,B-Besonderheiten
3362,Turn-Schuhe,B-Produktart
3362,836640,B-No Tag
3362,Trendy,I-No Tag
3362,Neu,I-No Tag
3363,Puma,B-Marke
3363,Training,B-Aktivität
3363,und,B-No Tag
3363,Freizeit,B-Anlass
3363,Carina L,B-Modell
3363,Sneaker,B-Stil
3363,Damen,B-Abteilung
3363,weiß blau braun,B-Farbe
3364,KangaROOS,B-Marke
3364,Coil R2,B-Modell
3365,Converse,B-Marke
3365,Chuck Taylor All Star CTAS,B-Produktlinie
3365,Hi,B-Schuhschaft-Typ
3365,551538C,B-Herstellernummer
3365,Damen,B-Abteilung
3365,Sneaker,B-Stil
3365,Schuhe,B-Produktart
3365,beige,B-Farbe
3366,Chekich,B-Marke
3366,CH254,B-Herstellernummer
3366,Yellow-Blue,B-Farbe
3366,Spray,B-No Tag
3366,Free Ukraine,B-Modell
3366,|,B-No Tag
3366,Handbemalt,B-Besonderheiten
3366,|,B-No Tag
3366,Graffiti,B-Muster
3366,Urban,B-No Tag
3366,Schuhe,B-Produktart
3367,Puma,B-Marke
3367,Eskiva,B-Modell
3367,Hi,B-Schuhschaft-Typ
3367,Metallic,B-Farbe
3367,WN 'S,B-Abteilung
3367,NP,B-No Tag
3367,110,I-No Tag
3367,€,I-No Tag
3368,Skechers,B-Marke
3368,Equalizer 3.0,B-Modell
3368,Herren,B-Abteilung
3368,52927,B-Herstellernummer
3368,Schwarz BBK,B-Farbe
3368,Sneaker,B-Stil
3368,Sportschuhe Turnschuhe,B-Produktart
3369,Schuhe,B-Produktart
3369,Herren,B-Abteilung
3369,Schuh,B-Produktart
3369,Adidas,B-Marke
3369,Samba,B-Modell
3369,weiss,B-Farbe
3369,selten,B-No Tag
3369,gebraucht,I-No Tag
3369,",",I-No Tag
3369,gut,I-No Tag
3369,erhalten,I-No Tag
3370,DOCKERS by Gerli,B-Marke
3370,36UR201-710850,B-Herstellernummer
3370,Canvas,B-Gewebeart
3370,Damen,B-Abteilung
3370,Sneaker,B-Stil
3370,Low,B-Schuhschaft-Typ
3370,Schuhe,B-Produktart
3370,Khaki,B-Farbe
3371,Vans,B-Marke
3371,Checkerboard,B-Muster
3371,Classic,B-Modell
3371,Slip-On,B-Verschluss
3371,Damen,B-Abteilung
3371,Sneaker,B-Stil
3371,Größe,B-No Tag
3371,42,B-EU-Schuhgröße
3372,adidas,B-Marke
3372,Originals Stan Smith,B-Produktlinie
3372,Sneaker,B-Stil
3372,Woven,B-Gewebeart
3372,Turnschuhe,B-Produktart
3372,Weiß Grün,B-Farbe
3372,BB1468,B-Herstellernummer
3373,adidas,B-Marke
3373,Originals,B-Produktlinie
3373,X 19,B-Modell
3373,+,B-No Tag
3373,FG,B-Modell
3373,Fußballschuh,B-Produktart
3373,(,B-No Tag
3373,F35323,B-Herstellernummer
3373,),B-No Tag
3373,Mens,B-Abteilung
3373,Blau,B-Farbe
3373,Fussball,B-Aktivität
3373,NEU,B-No Tag
3373,OVP,I-No Tag
3374,Schuhe,B-Produktart
3374,Sneaker,B-Stil
3374,Chucks,B-Modell
3374,von,B-No Tag
3374,Fila,B-Marke
3374,...,B-No Tag
3374,Gr,I-No Tag
3374,.37,B-EU-Schuhgröße
3374,...,B-No Tag
3374,neuwertiger,I-No Tag
3374,Zustand,I-No Tag
3375,New Balance,B-Marke
3375,Casablanca 327,B-Modell
3375,Suede-Trimmed Leder,B-Obermaterial
3375,Sneakers,B-Stil
3375,Schuhe Shoes,B-Produktart
3375,White,B-Farbe
3375,"40,5",B-EU-Schuhgröße
3376,ASICS,B-Marke
3376,GEL,B-Produktlinie
3376,LYTE V SANZE,B-Modell
3376,39-41 .5,B-EU-Schuhgröße
3376,NEU,B-No Tag
3376,120,I-No Tag
3376,€,I-No Tag
3376,onitsuka tiger,B-Marke
3376,ally mexico fabre,B-Modell
3376,trainer,B-Produktart
3377,Adidas,B-Marke
3377,42,B-EU-Schuhgröße
3377,alphabounce,B-Modell
3377,Sneaker,B-Stil
3377,BW1247,B-Herstellernummer
3377,.,B-No Tag
3378,Reebok,B-Marke
3378,Astroride Trail GTX 2.0,B-Modell
3378,Sneaker,B-Stil
3378,Walkingschuhe,B-Produktart
3378,Trekking,B-Aktivität
3378,Gore-Tex,B-Obermaterial
3378,schwarz,B-Farbe
3379,PUMA,B-Marke
3379,Suede S,B-Modell
3379,Sneaker,B-Stil
3379,Schuhe,B-Produktart
3379,Evolution,B-Modell
3379,Männer,B-Abteilung
3379,Neu,B-No Tag
3380,Geox,B-Marke
3380,Schuhe,B-Produktart
3380,SNAKE,B-Modell
3380,grau,B-Farbe
3380,Herrenschuhe,B-Abteilung
3380,Sneakers,B-Stil
3380,U4207K02214 C1B9A,B-Herstellernummer
3380,NEU,B-No Tag
3381,Neu,B-No Tag
3381,adidas,B-Marke
3381,Nizza,B-Modell
3381,Schwarz Weiß,B-Farbe
3381,Plateau,B-No Tag
3381,Damen,B-Abteilung
3381,Schuhe,B-Produktart
3381,2.5 cm,B-Maßeinheit
3382,Nike,B-Marke
3382,Air Jordan,B-Produktlinie
3382,1,B-Modell
3382,Mid,B-Schuhschaft-Typ
3382,Dark Teal Armory Navy,B-Farbe
3382,Sneaker,B-Stil
3382,554724-411,B-Herstellernummer
3382,NEU,B-No Tag
3382,Herrenschuhe,B-Abteilung
3383,ECCO,B-Marke
3383,Biom 2.0,B-Modell
3383,M,B-Abteilung
3383,Sneaker,B-Stil
3383,Schnürschuh Halbschuh Sportschuh,B-Produktart
3383,grau,B-Farbe
3383,800624,B-Herstellernummer
3383,/,B-No Tag
3383,56183,B-Herstellernummer
3384,Neu,B-No Tag
3384,Adidas,B-Marke
3384,Ultraboost,B-Produktlinie
3384,21,B-Modell
3384,FY0383,B-Herstellernummer
3384,Herren,B-Abteilung
3384,Laufschuhe,B-Produktart
3385,adidas,B-Marke
3385,SC Premiere,B-Modell
3385,BD7598,B-Herstellernummer
3385,Freizeitschuhe,B-Produktart
3385,Sneaker,B-Stil
3385,Turnschuhe,B-Produktart
3385,Herren,B-Abteilung
3385,Echtleder,B-Obermaterial
3386,SKECHERS,B-Marke
3386,Summits Fast,B-Modell
3386,Damen,B-Abteilung
3386,Sportschuhe Laufschuhe,B-Produktart
3386,Schwarz,B-Farbe
3386,Sneaker,B-Stil
3386,Fitnessschuhe,B-Produktart
3387,Kamo Gutsu,B-Marke
3387,Herren,B-Abteilung
3387,Leder,B-Obermaterial
3387,Schnürer,B-Verschluss
3387,Fashion,B-No Tag
3387,Sneaker,B-Stil
3387,Halbschuhe Schnürschuhe,B-Produktart
3387,10564,B-Herstellernummer
3388,Damen,B-Abteilung
3388,Scandi,B-Marke
3388,Sportschuhe Runners Freizeitschuhe Turnschuhe,B-Produktart
3388,Turn,B-Aktivität
3388,High,B-Schuhschaft-Typ
3388,Hell Blau,B-Farbe
3389,NEU,B-No Tag
3389,SKECHERS,B-Marke
3389,Herren,B-Abteilung
3389,Sportschuhe,B-Produktart
3389,GO WALK,B-Produktlinie
3389,5,B-Modell
3389,-,B-No Tag
3389,Freizeitschuhe,B-Produktart
3389,CAPTIVATED,B-Modell
3389,Braun,B-Farbe
3390,adidas,B-Marke
3390,VS Pace,B-Modell
3390,Herren,B-Abteilung
3390,Sneaker,B-Stil
3390,Turnschuhe Sportschuhe,B-Produktart
3390,B74318,B-Herstellernummer
3391,Fila,B-Marke
3391,Retronique,B-Modell
3391,Herren,B-Abteilung
3391,Sneaker,B-Stil
3391,Mesh,B-Gewebeart
3391,Veloursleder,B-Obermaterial
3391,druckdämpfend rutschhemmend,B-Besonderheiten
3392,Adidas,B-Marke
3392,Terrex,B-Produktlinie
3392,Swift Solo 2,B-Modell
3392,GZ0331,B-Herstellernummer
3392,Herren,B-Abteilung
3392,Sportschuhe,B-Produktart
3392,Sneaker,B-Stil
3393,Asics,B-Marke
3393,Gel-Padel Pro 3 SG,B-Modell
3393,Padelschuhe Sportschuhe Tennisschuhe,B-Produktart
3393,Herren,B-Abteilung
3393,E511Y-9007,B-Herstellernummer
3394,Puma,B-Marke
3394,NRGY Comet,B-Modell
3394,Herren,B-Abteilung
3394,Schuhe,B-Produktart
3394,Sneaker,B-Stil
3394,Turnschuhe,B-Produktart
3394,190556,B-Herstellernummer
3394,(,B-No Tag
3394,Blau,B-Farbe
3394,31,B-No Tag
3394,),I-No Tag
3395,Nike,B-Marke
3395,Dunk,B-Produktlinie
3395,Low,B-Schuhschaft-Typ
3395,Retro,B-Modell
3395,White,B-Farbe
3395,/,B-No Tag
3395,Grey,B-Farbe
3395,/,B-No Tag
3395,Fog,B-Farbe
3395,|,B-No Tag
3395,Neu,I-No Tag
3396,Adidas,B-Marke
3396,Herren,B-Abteilung
3396,Sneaker,B-Stil
3396,Kaptir,B-Modell
3396,Neu,B-No Tag
3396,DEICHMANN,B-Marke
3397,Fila,B-Marke
3397,Herren,B-Abteilung
3397,Sneakers,B-Stil
3397,Sportschuhe,B-Produktart
3397,Gr,B-No Tag
3397,.,I-No Tag
3397,44,B-EU-Schuhgröße
3398,ADIDAS,B-Marke
3398,HOOPS 2.0,B-Modell
3398,Herrenschuhe,B-Abteilung
3398,Turnschuhe,B-Produktart
3398,Sneaker,B-Stil
3398,Freizeitschuhe,B-Produktart
3398,EG3970,B-Herstellernummer
3398,Weiß,B-Farbe
3399,Art 922,B-Modell
3399,Neon,B-Farbe
3399,Turnschuhe Schuhe,B-Produktart
3399,Sneaker,B-Stil
3399,Sportschuhe,B-Produktart
3399,Neu,B-No Tag
3399,Herren,B-Abteilung
3400,Puma,B-Marke
3400,R78,B-Modell
3400,Runner,B-Produktart
3400,Herren,B-Abteilung
3400,Schuhe,B-Produktart
3400,Sneaker,B-Stil
3400,Turnschuhe Freizeitschuhe,B-Produktart
3400,373117,B-Herstellernummer
3401,Haix,B-Marke
3401,Black Eagle,B-Produktlinie
3401,Adventure 2.1 GTX,B-Modell
3401,low,B-Schuhschaft-Typ
3401,citrus,B-Farbe
3401,Sneaker,B-Stil
3401,Turnschuhe Sportschuhe,B-Produktart
3402,*,B-No Tag
3402,*,I-No Tag
3402,adidas,B-Marke
3402,Original,B-Produktlinie
3402,Ultra 4D 5.0,B-Modell
3402,Carbon,B-Farbe
3402,EU 42,B-EU-Schuhgröße
3402,-,B-No Tag
3402,"US 8,5",B-US-Schuhgröße
3402,G58160,B-Herstellernummer
3402,*,B-No Tag
3402,*,I-No Tag
3403,Neu,B-No Tag
3403,adidas,B-Marke
3403,Ultraboost,B-Produktlinie
3403,BB4145,B-Herstellernummer
3403,Grau Gelb Weiß,B-Farbe
3403,Atr,B-No Tag
3403,Limitierte,I-No Tag
3403,Auflage,I-No Tag
3403,Herren,B-Abteilung
3403,Schuhe,B-Produktart
3404,EA7,B-Marke
3404,Herren,B-Abteilung
3404,B & w,B-Modell
3404,Mesh,B-Gewebeart
3404,Run,B-Aktivität
3404,Laufschuhe,B-Produktart
3404,Sneaker,B-Stil
3404,Schwarz,B-Farbe
3405,HERREN,B-Abteilung
3405,35436717,B-Herstellernummer
3405,PUMA,B-Marke
3405,BASKET,B-Modell
3405,CLASSIC,B-Produktlinie
3405,SPORTSCHUH,B-Produktart
3405,SCHUH,B-No Tag
3405,SNEAKER,B-Stil
3405,WEISS,B-Farbe
3405,Gr,B-No Tag
3405,.,I-No Tag
3405,44,B-EU-Schuhgröße
3405,NEU,B-No Tag
3406,Boxfresh,B-Marke
3406,Sneakers,B-Stil
3406,Sparko,B-Modell
3406,Herren,B-Abteilung
3406,Schnursenkel,B-Verschluss
3406,Schuhe,B-Produktart
3406,Uk,B-UK-Schuhgröße
3406,GroBe,B-No Tag
3407,Reebok,B-Marke
3407,Classic,B-Produktlinie
3407,Leather,B-Obermaterial
3407,Ultralite,B-Modell
3407,Leder,B-Obermaterial
3407,Herrenschuhe,B-Abteilung
3407,Herren,I-Abteilung
3407,Sneaker,B-Stil
3407,NEU,B-No Tag
3407,J86401,B-Herstellernummer
3408,VANS,B-Marke
3408,Old Skool,B-Produktlinie
3408,Damen,B-Abteilung
3408,Sneaker,B-Stil
3408,Turnschuhe,B-Produktart
3408,Knöchel,B-Schuhschaft-Typ
3408,Freizeitschuhe,B-Produktart
3409,Adidas,B-Marke
3409,Damen,B-Abteilung
3409,Retro,B-Thema
3409,Sneaker,B-Stil
3409,8K,B-Modell
3409,2020,B-Erscheinungsjahr
3409,EH1439,B-Herstellernummer
3409,Vintage,B-Thema
3409,Schuhe,B-Produktart
3409,Flieder Blau Gelb,B-Farbe
3409,SALE,B-No Tag
3410,NIKE,B-Marke
3410,AIR MAX,B-Produktlinie
3410,1 HYPERFUSE,B-Modell
3410,/,B-No Tag
3410,Silver-Reflective,I-No Tag
3411,Camel Active,B-Marke
3411,Bayland,B-Modell
3411,Herren,B-Abteilung
3411,Sneaker,B-Stil
3411,|,B-No Tag
3411,Turnschuh,B-Produktart
3411,|,B-No Tag
3411,Sportschuh,B-Produktart
3411,|,B-No Tag
3411,Veloursleder,B-Obermaterial
3411,(,B-No Tag
3411,Sue,I-No Tag
3412,ECCO,B-Marke
3412,Biom Life,B-Modell
3412,Schuhe,B-Produktart
3412,Sneaker,B-Stil
3412,Frauen,B-Abteilung
3412,+,B-No Tag
3412,US 8,B-US-Schuhgröße
3412,EU 39,B-EU-Schuhgröße
3412,UK 6,B-UK-Schuhgröße
3412,schwarz black,B-Farbe
3412,+,B-No Tag
3412,NEU,I-No Tag
3412,&,I-No Tag
3412,OVP,I-No Tag
3413,Air force 1,B-Produktlinie
3413,react lv8,B-Modell
3413,nba,B-Thema
3414,Nike,B-Marke
3414,Air Jordan,B-Produktlinie
3414,1,B-Modell
3414,Low,B-Schuhschaft-Typ
3414,Tropical Teal,B-Farbe
3414,(,B-No Tag
3414,W,B-Abteilung
3414,),B-No Tag
3414,-,I-No Tag
3414,EU38,B-EU-Schuhgröße
3414,US7W,B-US-Schuhgröße
3414,-,B-No Tag
3414,Neu,I-No Tag
3414,-,I-No Tag
3414,DC0774-131,B-Herstellernummer
3415,Damen,B-Abteilung
3415,Sneakers,B-Stil
3415,Slipper,B-No Tag
3415,Slip-Ons,B-Verschluss
3415,Trendy,B-No Tag
3415,Freizeitschuhe,B-Produktart
3415,891913,B-No Tag
3415,Schuhe,B-Produktart
3416,Nike,B-Marke
3416,Air Max,B-Produktlinie
3416,90,B-Modell
3416,weiß,B-Farbe
3416,Damen,B-Abteilung
3416,"EU 38,5",B-EU-Schuhgröße
3416,US 6Y,B-US-Schuhgröße
3416,Airmax,B-Produktlinie
3416,724824-100,B-Herstellernummer
3416,gebraucht,B-No Tag
3417,39-49,B-EU-Schuhgröße
3417,Herren,B-Abteilung
3417,Turnschuhe Halbschuhe,B-Produktart
3417,Sneaker,B-Stil
3417,Sportschuhe,B-Produktart
3417,Atmungsaktiv,B-Besonderheiten
3417,Freizeit,B-Anlass
3417,B,B-No Tag
3418,Mustang,B-Marke
3418,Damen,B-Abteilung
3418,Schuhe,B-Produktart
3418,Sneaker,B-Stil
3418,Schnürer,B-Verschluss
3418,Turnschuhe Halbschuhe,B-Produktart
3418,Stoff,B-Obermaterial
3418,1099-302,B-Herstellernummer
3418,(,B-No Tag
3418,2,I-No Tag
3418,),I-No Tag
3419,Puma,B-Marke
3419,Basket Valentine Hers,B-Modell
3419,birch veiled rose black,B-Farbe
3419,Sneaker,B-Stil
3419,Schuhe,B-Produktart
3419,362301 01,B-Herstellernummer
3420,Herren,B-Abteilung
3420,Übergröße,B-No Tag
3420,Trekking,B-Aktivität
3420,Sneaker,B-Stil
3420,Outdoor,B-Anlass
3420,Wanderschuhe Freizeit Schuhe,B-Produktart
3420,Nr,B-No Tag
3420,.1528,I-No Tag
3421,Nike,B-Marke
3421,Romaleos 3 XD,B-Modell
3421,(,B-No Tag
3421,AO7987-100,B-Herstellernummer
3421,),B-No Tag
3421,Gewichtheben,B-Aktivität
3421,Schuhe,B-Produktart
3422,REEBOK,B-Marke
3422,CLASSIC,B-Produktlinie
3422,LEATHER,B-Obermaterial
3422,GS DAMEN,B-Abteilung
3422,/,B-No Tag
3422,JUNIOR,B-Abteilung
3422,SCHUHE,B-Produktart
3422,SNEAKERS,B-Stil
3422,50151,B-Herstellernummer
3422,NEU,B-No Tag
3423,RIEKER,B-Marke
3423,DAMEN,B-Abteilung
3423,SCHUHE FREIZEITSCHUHE,B-Produktart
3423,SLIP-ON,B-Verschluss
3423,SNEAKER,B-Stil
3423,SCHLUPFSCHUHE,B-Produktart
3423,BLAU,B-Farbe
